index,affiliation,application_type,prof_category_1,prof_category_2,employment_type,expected_experience,location,prof_name,subscr_product_name,gross_monthly_salary HUF,gross_monthly_salary EUR,language_nationality,language_level
5522,Búzakovász Kft.,website,Skilled Labour,"Baker, Confectioner",full time,not required,"Pest_county,_Budapest",PÉK / éjszakai műszak,start_prem,,,none,none
5523,Coca-Cola HBC Magyarország Kft.,karrierlink,"Sales, Trade",Regional Sales Representative,full time,1-3 years,Pest_county,Üzletfejlesztési képviselő - HoReCa Food aggregator (határozott idő),optimum,,,none,none
5524,NEW YORKER HUNGARY Kft.,website,"Sales, Trade",Sales Representative,full time,1-3 years,"Pest_county,_Budapest",Vezető utánpótlás program (Első eladó) - Pólus Center Budapest,normal,,,none,none
5526,Dome Facility Services Kft.,website,"Client Services, Customer Services",Customer Services,full time,1-3 years,"Pest_county,_Budapest",Információs és parkolóirodai munkatárs,normal,,,english,basic
5527,Adecco Kft.,website,"Bank, Insurance, Brokering",Risk Manager,full time,3-5 years,"Pest_county,_Budapest",Pénzintézeti automatizációs munkatárs- kockázatkezelési területen,normal,,,english,intermediate
5528,ARANYCSúCS Kft.,website,Skilled Labour,"Shop Assistant, Cashier",full time,1-3 years,"Pest_county,_Budapest",Épületgépészeti eladó,start,606060.0,1503.8709677419354,none,none
5529,VELOX-Vill Kft.,website,Skilled Labour,Mechanician,full time,1-3 years,"Pest_county,_Budapest",Biztonságtechnikai szerelő,start,,,none,none
5530,Magyar Kereskedelmi és Iparkamara,website,"IT Operation, Telecommunication",IT Administrator,full time,3-5 years,"Pest_county,_Budapest",Rendszergazda,optimum,,,none,none
5532,Trenkwalder,karrierlink,IT Development,"Programmer, Developer",full time,5-10 years,Pest_county,Medior Frontend Fejlesztő,normal,,,english,intermediate
5533,TESCO-BST,karrierlink,"Bank, Insurance, Brokering",Analysis,full time,3-5 years,"Pest_county,_Budapest",Applied Data Scientist,optimum,,,english,intermediate
5534,PannonDiák Iskolaszövetkezet,website,"Transportation, Procurement, Logistics","Economization, Procurement",full time,not required,"Pest_county,_Budapest",Procurement Intern,normal,341880.0,848.3374689826303,english,intermediate
5535,CSŐKOMPLEX Kft.,website,Skilled Labour,Plumbing-gas-heating,full time,3-5 years,"Pest_county,_Budapest","Víz-, Gáz-, Fűtésszerelő",start_prem,293939.0,729.3771712158809,none,none
5536,METALFIN ATTA-CSŐ Kft.,website,"Transportation, Procurement, Logistics",Logistics administrator,full time,1-3 years,"Pest_county,_Budapest",Raktári adminisztrátor,normal,553030.0,1372.2828784119106,none,none
5537,Izraeli Állam Nagykövetsége,website,"Administration, Assistance, Office Work",Professional Assistant,full time,1-3 years,"Pest_county,_Budapest","Personal Assistant, Jewish Relation and Political Officer",normal,770000.0,1910.6699751861042,english,higheradvanced
5538,Pátria Nyomda Zrt.,website,Skilled Labour,"Shop Assistant, Cashier",full time,1-3 years,"Pest_county,_Budapest",Eladó-pénztáros III. kerület,start_prem,,,none,none
5539,Viapan Group,ats,"Manual Work, Unskilled Work, Trained Work","Handling, Loading",full time,1-3 years,"Pest_county,_Budapest",Anyagmozgató - Raktáros,start,,,none,none
5540,NEW LAND MEDIA KFT.,website,"Marketing,  Media, PR","Graphic Designer, Photo Editor",full time,3-5 years,"Pest_county,_Budapest",Grafikus,normal,,,none,none
5541,Human & Medicwork Consulting Kft.,website,"Administration, Assistance, Office Work","Administrator, Document Manager",full time,1-3 years,"Pest_county,_Budapest",Adminisztrátor,normal,,,none,none
5542,Tesla Hungary Kft.,website,Skilled Labour,"Car Repairer, Car Service  Advisor",full time,not required,"Pest_county,_Budapest",Service Technician - Budapest,normal,700000.0,1736.9727047146403,english,basic
5544,Coca-Cola HBC Magyarország Kft.,karrierlink,"Sales, Trade",Regional Sales Representative,full time,1-3 years,Pest_county,Üzletfejlesztési képviselő - HoReCa Food aggregator (határozott idő),optimum,,,none,none
5545,Búzakovász Kft.,website,Skilled Labour,"Baker, Confectioner",full time,not required,"Pest_county,_Budapest",PÉK / éjszakai műszak,start_prem,,,none,none
5546,MADS - Márton Áron Iskolaszövetkezet,website,"Administration, Assistance, Office Work","Administrator, Document Manager",full time,not required,"Pest_county,_Budapest",Minőségügyi mérnök gyakornok diákmunka - III. kerület,normal,352800.0,875.4342431761787,english,intermediate
5547,MADS - Márton Áron Iskolaszövetkezet,website,"HR, Human Relations","Payroll Assistance, Social Insurance Assistance",full time,not required,"Pest_county,_Budapest",Bérszámfejtő gyakornok diákmunka XIII. kerület,normal,344400.0,854.590570719603,english,intermediate
5548,WALLIS AUTÓKÖLCSÖNZŐ Kft.,website,Business Supporting Centres,"Client Support, Administration",full time,1-3 years,"Pest_county,_Budapest",Gépjármű ügyintéző,normal,,,english,intermediate
5549,MADS - Márton Áron Iskolaszövetkezet,website,"Education, Science, Sports","Interpreter, Translator",full time,not required,"Pest_county,_Budapest",Technical Translator gyakornok (cseh),normal,444864.0,1103.880893300248,english,higheradvanced
5550,MADS - Márton Áron Iskolaszövetkezet,website,"Building Industry, Real Estate",Building Mechanical Engineer,full time,not required,Pest_county,Épületgépész gyakornok diákmunka,normal,369600.0,917.12158808933,none,none
5551,MADS - Márton Áron Iskolaszövetkezet,website,"Manual Work, Unskilled Work, Trained Work",Trained Work,full time,not required,"Pest_county,_Budapest",Leltározó diákmunka a III. kerületben!,normal,280896.0,697.0124069478908,none,none
5552,MADS - Márton Áron Iskolaszövetkezet,website,"Finance, Accounting",Accounting,full time,not required,"Pest_county,_Budapest",Könyvelő gyakornok diákmunka XIII. kerület,normal,344400.0,854.590570719603,english,intermediate
5553,MADS - Márton Áron Iskolaszövetkezet,website,"Finance, Accounting","Billing Assistant, Cashier",full time,not required,"Pest_county,_Budapest",Account Receivable Billing gyakornok,normal,352800.0,875.4342431761787,english,higheradvanced
5554,PannonDiák Iskolaszövetkezet,website,"Building Industry, Real Estate",Technical Preparatory,full time,not required,"Pest_county,_Budapest",Műszaki koordinátor gyakornok,normal,369600.0,917.12158808933,none,none
5555,Trenkwalder,karrierlink,IT Development,"Programmer, Developer",full time,5-10 years,Pest_county,Senior Full-Stack Engineer,normal,,,english,higheradvanced
5556,NORTHLINE KFT,website,Skilled Labour,"Shop Assistant, Cashier",full time,not required,Országos,Valuta pénztáros,start,349000.0,866.0049627791564,none,none
5557,UNI Smart Iskolaszövetkezet,website,"Manual Work, Unskilled Work, Trained Work",Cleaning,full time,not required,"Pest_county,_Budapest",Szobaasszony/ Takarító,normal,395304.0,980.9032258064516,none,none
5559,TorTer e-Design Kft.,website,Skilled Labour,"Painter, Daubster",full time,3-5 years,"Pest_county,_Budapest",Festő és fényező,start_prem,,,none,none
5560,San Marzano Kft.,website,"Manual Work, Unskilled Work, Trained Work",Kitchen Work,full time,not required,"Pest_county,_Budapest",Éttermi dolgozó,start_prem,681818.0,1691.8560794044665,none,none
5561,Adecco Kft.,website,"HR, Human Relations","Training, Developing",full time,1-3 years,"Pest_county,_Budapest",Learning & Development Quality Assurance Specialist (with English AND Dutch language),normal,,,english,higheradvanced
5562,Pappas Auto Magyarország Kft,karrierlink,Skilled Labour,"Car Repairer, Car Service  Advisor",full time,not required,"Pest_county,_Budapest","Személygépjármű szerelő, autóvillamossági szerelői",start_prem,,,none,none
5563,Las Vegas Casino,ats,"IT Operation, Telecommunication",Network and System Engineer,full time,1-3 years,"Pest_county,_Budapest",Microsoft rendszermérnök,normal,,,none,none
5564,Raiffeisen Bank Zrt.,ats,"Bank, Insurance, Brokering",Bank Sales,full time,1-3 years,"Pest_county,_Budapest",PRÉMIUM SZAKÉRTŐ - ÚJPEST,normal,,,english,intermediate
5565,Grafton Recruitment,website,Business Supporting Centres,Sales Support,full time,starter,Pest_county,Sales Operations Specialist,normal,,,none,none
5566,Búzakovász Kft.,website,Skilled Labour,"Baker, Confectioner",full time,not required,"Pest_county,_Budapest",PÉK / éjszakai műszak,start_prem,,,none,none
5567,Coca-Cola HBC Magyarország Kft.,karrierlink,"Sales, Trade",Regional Sales Representative,full time,1-3 years,Pest_county,Üzletfejlesztési képviselő - HoReCa Food aggregator (határozott idő),optimum,,,none,none
5568,HAMPTONS Kft.,website,"Manufacturing, Production",Production Technician,full time,3-5 years,"Pest_county,_Budapest",Gyártástechnológus – (CNC forgácsolás),normal,,,english,basic
5569,Adecco Kft.,website,"Bank, Insurance, Brokering",Risk Manager,full time,3-5 years,"Pest_county,_Budapest",Pénzintézeti automatizációs munkatárs- kockázatkezelési területen,normal,,,english,intermediate
5570,Adecco Kft.,website,"Client Services, Customer Services",Online Customer Service,full time,1-3 years,"Pest_county,_Budapest",Dutch-speaking customer service agent,normal,825000.0,2047.1464019851117,english,higheradvanced
5571,Adecco Kft.,website,Business Supporting Centres,"Client Support, Administration",full time,1-3 years,"Pest_county,_Budapest",French-speaking customer service agent,normal,825000.0,2047.1464019851117,english,higheradvanced
5572,Adecco Kft.,website,Business Supporting Centres,"Client Support, Administration",full time,1-3 years,"Pest_county,_Budapest",Italian-speaking customer service agent,normal,825000.0,2047.1464019851117,english,higheradvanced
5573,Adecco Kft.,website,Business Supporting Centres,"Client Support, Administration",full time,1-3 years,"Pest_county,_Budapest",Polish-speaking customer service agent,normal,825000.0,2047.1464019851117,english,higheradvanced
5575,Tesco Global Áruházak Zrt.,karrierlink,Skilled Labour,"Shop Assistant, Cashier",full time,not required,"Pest_county,_Budapest",Bolti eladó,start,,,hungarian,intermediate
5576,Tesco Global Áruházak Zrt.,karrierlink,Skilled Labour,"Shop Assistant, Cashier",full time,not required,"Pest_county,_Budapest",Bolti eladó (Határozott idő 6 hónap),start,,,hungarian,intermediate
5577,Danubius Hotels Zrt.,karrierlink,"Manual Work, Unskilled Work, Trained Work",Cleaning,full time,not required,Pest_county,Szobatakarító,start,,,none,none
5578,Mega-Logistic Zrt.,website,"Administration, Assistance, Office Work","Administrator, Document Manager",full time,1-3 years,Budapest,Üzemeltetési és energetikai előadó,normal,,,none,none
5579,Mind-Diák Szövetkezet,ats,"Marketing,  Media, PR",Marketing,full time,not required,Pest_county,Social Media Support Intern with Dutch knowledge - Diákmunka,normal,420000.0,1042.183622828784,english,intermediate
5580,Gépjármű Szervizcentrum Kft.,website,Skilled Labour,"Car Repairer, Car Service  Advisor",full time,1-3 years,"Pest_county,_Budapest",Eredetiségvizsgáló,normal,681818.0,1691.8560794044665,none,none
5581,UniCredit Bank Zrt.,karrierlink,"Bank, Insurance, Brokering",Treasury,full time,1-3 years,"Pest_county,_Budapest",Junior Retail Treasury Sales,normal,,,english,higheradvanced
5583,Manpower Munkaerő-Szervezési Kft.,website,"Manufacturing, Production",Laboratory Technician,full time,1-3 years,"Pest_county,_Budapest",New Product Development / Value Engineering manager,normal,,,english,intermediate
5584,Fürge Diák Iskolaszövetkezet,website,"Sales, Trade",Sales Representative,full time,not required,"Pest_county,_Budapest",Sales support gyakornok - Diákmunka,normal,378000.0,937.9652605459057,english,intermediate
5585,NEW YORKER HUNGARY Kft.,website,"Sales, Trade",Sales Representative,full time,1-3 years,"Pest_county,_Budapest",Elsö Eladó ( Vezetö pozíció )- Corvin Pláza,normal,,,german,basic
5586,HASZICOM Kft.,website,Skilled Labour,Other Skilled Work,full time,not required,Pest_county,Optikai hálózat szerelő,start_prem,757575.0,1879.8387096774193,none,none
5587,PIREX-98 Kft.,website,Skilled Labour,"Shop Assistant, Cashier",full time,not required,"Pest_county,_Budapest",Eladó-pénztáros (ETELE),start_prem,,,none,none
5588,Coca-Cola HBC Magyarország Kft.,karrierlink,"Sales, Trade",Regional Sales Representative,full time,1-3 years,Pest_county,Üzletfejlesztési képviselő - HoReCa Food aggregator (határozott idő),optimum,,,none,none
5589,Búzakovász Kft.,website,Skilled Labour,"Baker, Confectioner",full time,not required,"Pest_county,_Budapest",PÉK / éjszakai műszak,start_prem,,,none,none
5590,NEW YORKER HUNGARY Kft.,website,"Sales, Trade","Merchant, Shop Assistant",full time,1-3 years,"Pest_county,_Budapest","Vezető utánpótlás program (Első eladó)
- Westend",normal,,,none,none
5591,Pest Vármegyei Kormányhivatal,website,"Finance, Accounting",Financial Assistant,full time,3-5 years,"Pest_county,_Budapest",Számviteli referens,normal,,,none,none
5592,Media Markt Magyarország Kft.,karrierlink,"Marketing,  Media, PR",Communication and PR,full time,3-5 years,Pest_county,Vállalati kommunikációs és PR szakértő (határozott időre),normal,,,english,intermediate
5593,Pest Vármegyei Kormányhivatal,website,"HR, Human Relations","Payroll Assistance, Social Insurance Assistance",full time,3-5 years,"Pest_county,_Budapest",Illetmény-számfejtési referens,normal,,,none,none
5594,Duna Szálloda Zrt.,website,Skilled Labour,"Waiter, Waitress, Barista",full time,not required,"Pest_county,_Budapest",Rooftop Felszolgáló,start_prem,,,english,intermediate
5595,ARD COLOR KFT.,website,"Manual Work, Unskilled Work, Trained Work","Housekeeper, Janitor, Daily Maid",full time,1-3 years,"Pest_county,_Budapest",Gondnok,start,462121.0,1146.7022332506203,none,none
5596,KIÁRUSÍTÁS Kft,website,Skilled Labour,"Driver, Chauffeur, Courier",full time,not required,"Pest_county,_Budapest",Eladó-sofőr (kitelepült árusításhoz),start,454545.0,1127.9032258064517,none,none
5597,MADS - Márton Áron Iskolaszövetkezet,website,"Marketing,  Media, PR","Host, hostess",full time,not required,Országos,Kérdőív lekérdező diákmunka,normal,336840.0,835.8312655086849,none,none
5598,Magyar Kézilabda Szövetség,website,"Finance, Accounting",Controlling,full time,not required,"Pest_county,_Budapest",Pénzügyi Ellenőrzési munkatárs,normal,606060.0,1503.8709677419354,none,none
5599,Semmelweis Egyetem Szemészeti Klinika,website,"Healthcare, Pharmaceutical Industry",Healthcare Assistant,full time,not required,Budapest,Műtős asszisztens,normal,,,none,none
5601,Magyar Máltai Szeretetszolgálat Egyesület (MOD),ats,Skilled Labour,Other Skilled Work,full time,starter,Pest_county,Készlet és anyagnyilvántartó,start_prem,,,none,none
5602,BECK AND PARTNERS Kft.,ats,"Finance, Accounting",Accounting,full time,1-3 years,"Pest_county,_Budapest",Mérlegképes könyvelő,normal,,,none,none
5603,BECK AND PARTNERS Kft.,ats,"Manufacturing, Production",Laboratory Technician,full time,1-3 years,"Pest_county,_Budapest",PCR Laboráns / Labortechnikus,normal,,,none,none
5604,BECK AND PARTNERS Kft.,ats,"Manufacturing, Production",Laboratory Technician,full time,1-3 years,"Pest_county,_Budapest",Mikrobiológiai Technikus,normal,,,none,none
5605,A 48. Kft.,website,Skilled Labour,Bricklayer,full time,1-3 years,Pest_county,Kőműves,start,568181.0,1409.87841191067,none,none
5606,Hungaroplant Kft,website,Skilled Labour,Gardener,full time,not required,"Pest_county,_Budapest","Kültéri, fizikai munkás",start_prem,,,none,none
